Date,Price,Open,High,Low,Vol.,Change %
"Mar 04, 2021",1700.7,1708.4,1721.6,1687.6,277.45K,-0.88%
"Mar 03, 2021",1715.8,1736.5,1739.1,1699.4,255.65K,-1.03%
"Mar 02, 2021",1733.6,1722.8,1737.8,1704.6,235.96K,0.62%
"Mar 01, 2021",1723,1732.8,1757.4,1717.2,241.92K,-0.34%
"Feb 26, 2021",1728.8,1770.9,1773.8,1714.9,362.55K,-2.62%
"Feb 25, 2021",1775.4,1804.9,1805,1763.9,316.25K,-1.25%
"Feb 24, 2021",1797.9,1805,1813,1782.2,224.06K,-0.44%
"Feb 23, 2021",1805.9,1809.3,1815.2,1794.5,191.15K,-0.14%
"Feb 22, 2021",1808.4,1782,1812.4,1778.6,221.20K,1.74%
"Feb 19, 2021",1777.4,1774.6,1790.9,1759,251.78K,0.14%
"Feb 18, 2021",1775,1776,1788.8,1766.6,224.77K,0.12%
"Feb 17, 2021",1772.8,1793.1,1794.2,1767.9,257.34K,-1.46%
"Feb 16, 2021",1799,1826,1827.1,1788.1,355.92K,-1.09%
"Feb 15, 2021",1818.75,1820.9,1827,1815.6,-,-0.13%
"Feb 14, 2021",1821.05,1822.45,1826.3,1820.15,-,-0.12%
"Feb 12, 2021",1823.2,1825.4,1831.5,1810.1,171.90K,-0.2%
"Feb 11, 2021",1826.8,1844.3,1848.6,1821.7,147.02K,-0.86%
"Feb 10, 2021",1842.7,1838.3,1856.6,1834,176.44K,0.28%
"Feb 09, 2021",1837.5,1832.4,1849.5,1830.3,154.39K,0.18%
"Feb 08, 2021",1834.2,1818.1,1840.6,1807.3,177.56K,1.17%
"Feb 05, 2021",1813,1794.3,1816,1792.2,205.76K,1.22%
"Feb 04, 2021",1791.2,1834.5,1835.7,1784.6,279.62K,-2.39%
"Feb 03, 2021",1835.1,1838.5,1845.9,1830.1,137.23K,0.09%
"Feb 02, 2021",1833.4,1863.6,1866.3,1830.4,236.00K,-1.64%
"Feb 01, 2021",1863.9,1865,1876,1851.7,242.05K,0.74%
"Jan 29, 2021",1850.3,1845.6,1878.9,1841.2,276.17K,0.49%
"Jan 28, 2021",1841.2,1847.2,1867,1835.6,277.59K,-0.42%
"Jan 27, 2021",1848.9,1854.3,1855.7,1832.4,174.14K,-0.32%
"Jan 26, 2021",1854.8,1858.7,1864.5,1851.1,91.25K,-0.23%
"Jan 25, 2021",1859,1858.6,1870.9,1850,89.52K,0.15%
"Jan 22, 2021",1856.2,1870.1,1870.8,1836.3,249.72K,-0.52%
"Jan 21, 2021",1865.9,1871,1874.6,1857.5,196.94K,-0.03%
"Jan 20, 2021",1866.5,1839.9,1872,1831.1,274.40K,1.43%
"Jan 19, 2021",1840.2,1828.8,1845,1800.8,331.59K,0.2%
"Jan 18, 2021",1836.6,1809.65,1839.45,1809.65,-,1.48%
"Jan 17, 2021",1809.75,1826.8,1829.1,1803.6,-,-1.1%
"Jan 15, 2021",1829.9,1847.3,1856.6,1822.1,231.11K,-1.16%
"Jan 14, 2021",1851.4,1845.6,1857.6,1826.6,257.66K,-0.19%
"Jan 13, 2021",1854.9,1855,1863,1841.6,225.99K,0.58%
"Jan 12, 2021",1844.2,1845.4,1864,1835.8,240.66K,-0.36%
"Jan 11, 2021",1850.8,1849.4,1856,1817.1,268.36K,0.84%
"Jan 08, 2021",1835.4,1915.2,1918.4,1827.8,443.51K,-4.09%
"Jan 07, 2021",1913.6,1921.5,1929.6,1907.5,199.98K,0.26%
"Jan 06, 2021",1908.6,1952.8,1962.5,1902.6,366.61K,-2.34%
"Jan 05, 2021",1954.4,1946,1957,1938.4,201.95K,0.4%
"Jan 04, 2021",1946.6,1908.2,1948.7,1906.1,273.37K,2.37%
"Jan 01, 2021",1901.6,1901.6,1901.6,1901.6,-,0.34%
"Dec 31, 2020",1895.1,1899,1904.9,1889.1,130.63K,0.09%
"Dec 30, 2020",1893.4,1881.8,1899,1879.5,133.66K,0.56%
"Dec 29, 2020",1882.9,1878,1891.3,1875.6,149.27K,0.13%
"Dec 28, 2020",1880.4,1887,1904.1,1873,196.76K,-0.15%
"Dec 24, 2020",1883.2,1877.3,1887.4,1873.1,89.41K,0.27%
"Dec 23, 2020",1878.1,1865.6,1883.7,1860.9,162.54K,0.42%
"Dec 22, 2020",1870.3,1883,1889.4,1863.7,176.02K,-0.66%
"Dec 21, 2020",1882.8,1892.9,1912,1859,232.05K,-0.32%
"Dec 18, 2020",1888.9,1891.3,1895.7,1881.9,153.23K,-0.08%
"Dec 17, 2020",1890.4,1868.4,1902,1865.9,219.87K,1.68%
"Dec 16, 2020",1859.1,1857.7,1870,1848.2,199.68K,0.2%
"Dec 15, 2020",1855.3,1830.5,1859.3,1828.5,173.61K,1.27%
"Dec 14, 2020",1832.1,1845,1845.6,1820,168.49K,-0.62%
"Dec 11, 2020",1843.6,1840,1851.8,1826.8,153.80K,0.34%
"Dec 10, 2020",1837.4,1843,1854.2,1831.5,164.80K,-0.06%
"Dec 09, 2020",1838.5,1875.4,1875.9,1828.2,219.59K,-1.94%
"Dec 08, 2020",1874.9,1866.1,1879.8,1863.9,151.79K,0.48%
"Dec 07, 2020",1866,1841.1,1873,1824.8,209.04K,1.41%
"Dec 04, 2020",1840,1844.7,1852.7,1832,171.26K,-0.06%
"Dec 03, 2020",1841.1,1833.9,1847.4,1826.7,180.36K,0.6%
"Dec 02, 2020",1830.2,1819.1,1835.7,1810.5,185.32K,0.62%
"Dec 01, 2020",1818.9,1780.3,1821.1,1778.4,203.65K,2.13%
"Nov 30, 2020",1780.9,1790.8,1793.3,1767.2,242.73K,-0.4%
"Nov 27, 2020",1788.1,1812.1,1822.6,1776.5,282.35K,-1.05%
"Nov 26, 2020",1807,1806.25,1816.8,1804.2,-,-0.23%
"Nov 25, 2020",1811.2,1812,1821.7,1804.7,133.60K,0.02%
"Nov 24, 2020",1810.9,1842.6,1843,1803.7,126.76K,-1.46%
"Nov 23, 2020",1837.8,1869.8,1875,1828,319.66K,-1.85%
"Nov 20, 2020",1872.4,1864.8,1879.2,1859.1,186.17K,0.59%
"Nov 19, 2020",1861.5,1872,1872.6,1850,222.35K,-0.66%
"Nov 18, 2020",1873.9,1879.5,1884.2,1860.3,209.00K,-0.59%
"Nov 17, 2020",1885.1,1888.2,1892.7,1876.3,160.88K,-0.14%
"Nov 16, 2020",1887.8,1886.6,1898,1861.5,222.94K,0.08%
"Nov 13, 2020",1886.2,1875.6,1895.8,1872.1,162.54K,0.69%
"Nov 12, 2020",1873.3,1863.9,1883,1860.7,209.93K,0.63%
"Nov 11, 2020",1861.6,1876.1,1882.5,1853.9,215.17K,-0.79%
"Nov 10, 2020",1876.4,1864.1,1888.9,1858.9,264.87K,1.19%
"Nov 09, 2020",1854.4,1956,1966.1,1848,496.09K,-4.99%
"Nov 06, 2020",1951.7,1950,1961.8,1937.2,246.78K,0.25%
"Nov 05, 2020",1946.8,1903.4,1954.3,1902.2,297.51K,2.67%
"Nov 04, 2020",1896.2,1910.3,1917.9,1881.8,293.95K,-0.74%
"Nov 03, 2020",1910.4,1896.4,1912.2,1887.6,171.37K,0.95%
"Nov 02, 2020",1892.5,1877,1897.1,1873.3,164.94K,0.67%
"Oct 30, 2020",1879.9,1867.9,1890.9,1863.3,213.17K,0.64%
"Oct 29, 2020",1868,1877.5,1885.1,1859.2,225.16K,-0.6%
"Oct 28, 2020",1879.2,1909.8,1912.6,1869.1,297.09K,-1.71%
"Oct 27, 2020",1911.9,1904.4,1913.8,1898.7,153.30K,0.33%
"Oct 26, 2020",1905.7,1906,1911.1,1892.5,166.31K,0.03%
"Oct 23, 2020",1905.2,1906.5,1917.3,1895.2,172.96K,0.03%
"Oct 22, 2020",1904.6,1927.4,1929.4,1894.2,215.58K,-1.29%
"Oct 21, 2020",1929.5,1911.6,1936,1911.6,201.27K,0.74%
"Oct 20, 2020",1915.4,1906.4,1917.6,1896.6,163.91K,0.19%
"Oct 19, 2020",1911.7,1903.2,1923.4,1900.2,159.85K,0.28%
"Oct 16, 2020",1906.4,1912.7,1918.7,1901.1,146.91K,-0.13%
"Oct 15, 2020",1908.9,1906,1913.2,1892.7,213.57K,0.08%
"Oct 14, 2020",1907.3,1895.4,1917.5,1885,188.30K,0.67%
"Oct 13, 2020",1894.6,1927.3,1930.6,1889.3,267.54K,-1.78%
"Oct 12, 2020",1928.9,1935,1939.4,1923.8,157.21K,0.14%
"Oct 09, 2020",1926.2,1898.4,1936.8,1898,229.85K,1.64%
"Oct 08, 2020",1895.1,1890.6,1905.3,1885.3,185.45K,0.23%
"Oct 07, 2020",1890.8,1882.6,1902.4,1877.1,188.59K,-0.94%
"Oct 06, 2020",1908.8,1917.8,1927,1878.2,219.44K,-0.59%
"Oct 05, 2020",1920.1,1910.9,1924.9,1891.2,177.59K,0.66%
"Oct 02, 2020",1907.6,1911,1923.6,1895.2,212.73K,-0.45%
"Oct 01, 2020",1916.3,1891.2,1917.9,1890,262.09K,1.1%
"Sep 30, 2020",1895.5,1903.2,1908.2,1885.8,259.87K,-0.4%
"Sep 29, 2020",1903.2,1886.4,1904.8,1880.8,217.80K,1.11%
"Sep 28, 2020",1882.3,1862.7,1888.2,1851.1,235.92K,0.86%
"Sep 25, 2020",1866.3,1872.7,1879.3,1854.1,230.86K,-0.56%
"Sep 24, 2020",1876.9,1866.9,1880.9,1851,345.04K,0.45%
"Sep 23, 2020",1868.4,1905.1,1909.9,1856,411.56K,-2.05%
"Sep 22, 2020",1907.6,1918.1,1925.5,1898.9,282.71K,-0.16%
"Sep 21, 2020",1910.6,1957.3,1962.9,1885.4,381.84K,-2.62%
"Sep 18, 2020",1962.1,1951.1,1968.2,1951.1,174.77K,0.63%
"Sep 17, 2020",1949.9,1967.6,1969.3,1938.2,273.14K,-1.05%
"Sep 16, 2020",1970.5,1961.4,1983.8,1957.2,298.39K,0.22%
"Sep 15, 2020",1966.2,1966.2,1982.4,1955.6,239.54K,0.13%
"Sep 14, 2020",1963.7,1948.9,1972.5,1945.2,200.09K,0.81%
"Sep 11, 2020",1947.9,1953.8,1963.4,1944,205.23K,-0.83%
"Sep 10, 2020",1964.3,1955.3,1975.2,1948.6,271.48K,0.48%
"Sep 09, 2020",1954.9,1939.4,1959.7,1926.3,227.18K,0.6%
"Sep 08, 2020",1943.2,1938,1948.3,1911.7,416.01K,0.31%
"Sep 07, 2020",1937.1,1940.7,1947.4,1930.45,-,-0.18%
"Sep 06, 2020",1940.65,1941.9,1944.3,1937.65,-,0.33%
"Sep 04, 2020",1934.3,1938,1956.6,1921.6,304.74K,-0.18%
"Sep 03, 2020",1937.8,1948.9,1956.6,1927.2,303.03K,-0.35%
"Sep 02, 2020",1944.7,1976.8,1980.4,1938.9,332.59K,-1.73%
"Sep 01, 2020",1978.9,1973.7,2001.2,1969.2,304.89K,0.02%
"Aug 31, 2020",1978.6,1973.9,1985.8,1962.3,245.11K,0.19%
"Aug 28, 2020",1974.9,1937.5,1983,1928.2,334.10K,2.19%
"Aug 27, 2020",1932.6,1963,1987,1914.7,467.17K,-1.02%
"Aug 26, 2020",1952.5,1939,1963.4,1908.4,342.21K,1.53%
"Aug 25, 2020",1923.1,1935.9,1944.1,1919.1,274.11K,-0.83%
"Aug 24, 2020",1939.2,1947.9,1970.3,1930.8,286.26K,-0.4%
"Aug 21, 2020",1947,1955.6,1963.1,1916.6,355.07K,0.03%
"Aug 20, 2020",1946.5,1934.4,1963.1,1928.9,383.34K,-1.21%
"Aug 19, 2020",1970.3,2010.5,2015.6,1930.5,443.26K,-2.13%
"Aug 18, 2020",2013.1,1993.6,2024.6,1985.2,361.48K,0.72%
"Aug 17, 2020",1998.7,1956.4,2000.8,1939.1,289.44K,2.51%
"Aug 14, 2020",1949.8,1963.8,1970,1939.1,241.80K,-1.05%
"Aug 13, 2020",1970.4,1927.3,1974.8,1923,349.89K,1.1%
"Aug 12, 2020",1949,1921.6,1961,1874.2,459.84K,0.14%
"Aug 11, 2020",1946.3,2038.4,2040.5,1911.3,565.00K,-4.58%
"Aug 10, 2020",2039.7,2044.8,2060.8,2027.8,251.31K,0.58%
"Aug 07, 2020",2028,2076.4,2089.2,2024.8,398.13K,-2%
"Aug 06, 2020",2069.4,2055,2081.8,2049,312.76K,0.98%
"Aug 05, 2020",2049.3,2037,2070.3,2027.5,366.38K,1.4%
"Aug 04, 2020",2021,1993.5,2037.7,1982.6,274.42K,1.75%
"Aug 03, 2020",1986.3,1997.4,2009.5,1975.2,178.75K,0.02%
"Jul 31, 2020",1985.9,1973.6,2005.4,1971.4,279.32K,0.97%
"Jul 30, 2020",1966.8,1986.4,1987.3,1952.3,271.38K,-0.5%
"Jul 29, 2020",1976.7,1971.9,1998.4,1955.7,197.82K,0.65%
"Jul 28, 2020",1963.9,1963.2,2000,1927.5,161.58K,0.43%
"Jul 27, 2020",1955.4,1929,1971.3,1926.8,137.85K,1.57%
"Jul 24, 2020",1925.2,1912.3,1933.6,1908,66.45K,0.41%
"Jul 23, 2020",1917.4,1900,1927.1,1890.4,72.36K,1.31%
"Jul 22, 2020",1892.6,1867.8,1899,1867.8,49.86K,1.23%
"Jul 21, 2020",1869.6,1842.5,1870.5,1839.9,31.69K,1.6%
"Jul 20, 2020",1840.1,1835.5,1846.1,1830.7,19.19K,0.35%
"Jul 17, 2020",1833.7,1822.9,1837.6,1821,16.39K,0.39%
"Jul 16, 2020",1826.5,1840.7,1843.7,1819.9,18.23K,-0.82%
"Jul 15, 2020",1841.6,1839.7,1847.2,1831.9,13.32K,0.01%
"Jul 14, 2020",1841.5,1834.2,1843,1819.3,40.63K,-0.12%
"Jul 13, 2020",1843.7,1831.6,1847.7,1831.6,36.09K,0.68%
"Jul 10, 2020",1831.3,1837,1846.3,1825.5,40.13K,-0.12%
"Jul 09, 2020",1833.5,1849.8,1854.6,1829.6,48.72K,-0.92%
"Jul 08, 2020",1850.6,1832.6,1857,1829.1,58.42K,0.89%
"Jul 07, 2020",1834.3,1817.2,1835,1804.8,18.51K,1%
"Jul 06, 2020",1816.1,1809.3,1821.3,1801.6,10.49K,1.59%
"Jul 03, 2020",1787.6,1786.9,1788.7,1783.65,-,-1.35%
"Jul 02, 2020",1812,1802.2,1813.9,1788.3,11.53K,0.56%
"Jul 01, 2020",1801.9,1817.5,1827.1,1789.8,15.52K,-1.02%
"Jun 30, 2020",1820.4,1803.7,1823.5,1794,8.60K,1.13%
"Jun 29, 2020",1800.1,1807.3,1808.6,1795.3,4.16K,0.09%
"Jun 26, 2020",1798.5,1792.5,1804,1772,4.76K,0.56%
"Jun 25, 2020",1788.4,1789.3,1796.6,1781.6,6.30K,-0.23%
"Jun 24, 2020",1792.6,1800.4,1810.7,1787.8,8.73K,-0.25%
"Jun 23, 2020",1797.1,1780,1801.5,1774,4.07K,0.86%
"Jun 22, 2020",1781.7,1780.3,1793.6,1769,5.87K,0.74%
"Jun 19, 2020",1768.6,1746.6,1775.6,1745.5,8.36K,1.18%
"Jun 18, 2020",1747.9,1752.9,1765.2,1739.6,4.78K,-0.31%
"Jun 17, 2020",1753.4,1751.5,1756.8,1735.6,3.83K,-0.06%
"Jun 16, 2020",1754.4,1751.4,1757.5,1739.8,4.23K,0.54%
"Jun 15, 2020",1744.9,1759.1,1759.6,1724.6,4.43K,-0.59%
"Jun 12, 2020",1755.2,1751.7,1770.5,1746.9,3.61K,-0.14%
"Jun 11, 2020",1757.6,1764.9,1772.6,1746,6.57K,1.07%
"Jun 10, 2020",1739,1737.7,1767,1732.8,8.14K,-0.07%
"Jun 09, 2020",1740.3,1724.9,1747.5,1715.9,6.82K,0.96%
"Jun 08, 2020",1723.8,1706.1,1726,1700.1,4.83K,1.29%
"Jun 05, 2020",1701.9,1740.2,1741.9,1690.1,9.81K,-2.55%
"Jun 04, 2020",1746.4,1721,1747.3,1718.5,5.81K,1.33%
"Jun 03, 2020",1723.5,1750.3,1754.1,1707.5,7.57K,-1.5%
"Jun 02, 2020",1749.7,1766.2,1771,1743.4,4.99K,-0.79%
"Jun 01, 2020",1763.7,1763.1,1774.5,1751.6,3.29K,-0.11%
"May 29, 2020",1765.7,1748.7,1767.1,1740.7,6.42K,1.32%
"May 28, 2020",1742.7,1737.5,1757.3,1734.3,4.17K,0.13%
"May 27, 2020",1740.5,1738.8,1743.3,1714.8,6.08K,0%
"May 26, 2020",1740.5,1761,1768,1734.8,6.03K,0.78%
"May 25, 2020",1727,1730.55,1731.35,1719.25,-,-0.21%
"May 24, 2020",1730.65,1735.45,1735.9,1729.8,-,-1.98%
"May 22, 2020",1765.6,1755.9,1768.3,1750.6,8.36K,0.87%
"May 21, 2020",1750.4,1778.8,1779.8,1743.8,5.87K,-1.76%
"May 20, 2020",1781.7,1777.7,1785.1,1773,4.20K,0.47%
"May 19, 2020",1773.4,1763,1779.6,1754.2,4.33K,0.73%
"May 18, 2020",1760.6,1780,1800,1756.2,4.07K,-1.02%
"May 15, 2020",1778.7,1760.1,1783,1758,5.54K,0.95%
"May 14, 2020",1762,1743.3,1765.1,1735,4.05K,1.42%
"May 13, 2020",1737.3,1726.6,1744.5,1721,6.18K,0.54%
"May 12, 2020",1728,1721.1,1737.2,1717,5.81K,0.41%
"May 11, 2020",1720.9,1727.7,1734.2,1714.2,6.37K,-0.82%
"May 08, 2020",1735.2,1743.5,1752.7,1724.5,8.13K,-0.49%
"May 07, 2020",1743.7,1706.4,1750.5,1704.5,8.26K,2.31%
"May 06, 2020",1704.4,1730.5,1733.4,1698.8,5.81K,-1.37%
"May 05, 2020",1728,1719,1733.7,1710.5,8.37K,0.12%
"May 04, 2020",1725.9,1722.9,1735.5,1711.8,3.35K,0.81%
"May 01, 2020",1712,1705.7,1723.1,1688,2.33K,0.42%
"Apr 30, 2020",1704.9,1737,1745,1697.7,3.80K,-1.02%
"Apr 29, 2020",1722.4,1735,1741.8,1718,1.90K,-0.51%
"Apr 28, 2020",1731.2,1731.8,1740,1712.7,3.06K,-0.01%
"Apr 27, 2020",1731.4,1746.7,1753,1726.8,2.90K,-0.59%
"Apr 24, 2020",1741.7,1754.4,1765.5,1733,2.26K,-0.53%
"Apr 23, 2020",1751,1741.4,1769.2,1736,3.79K,0.43%
"Apr 22, 2020",1743.5,1707.6,1747.1,1700,2.50K,3.04%
"Apr 21, 2020",1692.1,1717.6,1720.8,1670.3,2.73K,-1.35%
"Apr 20, 2020",1715.3,1697.2,1722,1689.2,2.52K,0.74%
"Apr 17, 2020",1702.7,1740.7,1741.3,1695.5,4.41K,-1.94%
"Apr 16, 2020",1736.3,1744,1771.2,1727.6,3.83K,-0.48%
"Apr 15, 2020",1744.7,1760.7,1762.7,1736.4,3.86K,-1.5%
"Apr 14, 2020",1771.2,1768,1789.5,1750,7.09K,0.48%
"Apr 13, 2020",1762.7,1741.6,1773.5,1725,4.15K,1.27%
"Apr 10, 2020",1740.6,1740.6,1740.6,1740.6,-,-0.74%
"Apr 09, 2020",1753.6,1679.2,1754.3,1679.2,9.30K,4.13%
"Apr 08, 2020",1684.1,1680.1,1693.9,1673.9,3.33K,0.02%
"Apr 07, 2020",1683.7,1713.1,1740.8,1674.3,7.05K,-0.56%
"Apr 06, 2020",1693.1,1649.5,1713.5,1640,4.04K,2.83%
"Apr 03, 2020",1646.5,1639,1651.5,1625.3,3.02K,0.46%
"Apr 02, 2020",1638.9,1607,1645.2,1596.7,3.42K,2.91%
"Apr 01, 2020",1592.5,1580,1611,1577.7,3.25K,-0.32%
"Mar 31, 2020",1597.6,1640.1,1642.2,1590.8,3.35K,-2.83%
"Mar 30, 2020",1644.1,1665.7,1672.5,1634.6,2.89K,-0.66%
"Mar 27, 2020",1655,1653.6,1659.3,1631.9,6.37K,-0.42%
"Mar 26, 2020",1662,1639.6,1678,1615,7.61K,1.76%
"Mar 25, 2020",1633.3,1688,1695,1607.5,5.34K,-1.79%
"Mar 24, 2020",1663,1578,1691.4,1578,9.56K,5.16%
"Mar 23, 2020",1581.4,1520,1583.7,1498.9,3.14K,5.77%
"Mar 20, 2020",1495.1,1468,1530,1468,4.16K,0.38%
"Mar 19, 2020",1489.4,1496.6,1508,1476.9,2.21K,0.15%
"Mar 18, 2020",1487.1,1547,1551.1,1485.2,2.49K,-3.06%
"Mar 17, 2020",1534.1,1504.5,1561.5,1476.3,3.41K,2.7%
"Mar 16, 2020",1493.8,1573,1578.6,1458.8,2.74K,-2.04%
"Mar 13, 2020",1524.9,1592.6,1604.2,1514.3,2.51K,-4.62%
"Mar 12, 2020",1598.8,1648.6,1655.2,1568.7,3.05K,-3.15%
"Mar 11, 2020",1650.8,1657.9,1677.6,1641.7,4.20K,-1.09%
"Mar 10, 2020",1669,1675,1679.3,1651.5,3.67K,-0.9%
"Mar 09, 2020",1684.1,1700,1712.1,1668.1,3.54K,0.07%
"Mar 06, 2020",1683,1683.6,1703.6,1657.7,4.50K,0.15%
"Mar 05, 2020",1680.4,1653.4,1687.2,1653,2.37K,1.44%
"Mar 04, 2020",1656.5,1660.1,1661.1,1647.3,3.92K,-0.14%
"Mar 03, 2020",1658.8,1606.5,1663.8,1606.5,3.14K,3.05%
"Mar 02, 2020",1609.7,1609.1,1626,1593.9,2.37K,1.65%
"Feb 28, 2020",1583.6,1667.1,1667.1,1582,6.31K,-4.68%
"Feb 27, 2020",1661.4,1668,1680.3,1656,3.96K,-0.09%
"Feb 26, 2020",1662.9,1656.4,1676.7,1646.7,3.59K,-0.44%
"Feb 25, 2020",1670.2,1681.6,1681.6,1650,3.36K,-1.59%
"Feb 24, 2020",1697.1,1673.3,1711.8,1673.3,9.96K,1.68%
"Feb 21, 2020",1669.1,1645.5,1671.2,1642.4,1.86K,1.72%
"Feb 20, 2020",1640.8,1634,1645.5,1627.7,1.31K,0.53%
"Feb 19, 2020",1632.2,1625,1634.8,1623.3,1.40K,0.5%
"Feb 18, 2020",1624,1605,1628.3,1603.5,1.62K,2.33%
"Feb 17, 2020",1587.05,1586.15,1588.45,1581.85,-,0.05%
"Feb 16, 2020",1586.25,1585.5,1586.25,1583.45,-,-1.29%
"Feb 14, 2020",1606.9,1601,1608.4,1597.3,1.56K,0.46%
"Feb 13, 2020",1599.6,1594.4,1602,1594,1.73K,0.45%
"Feb 12, 2020",1592.4,1590.8,1593.9,1587.5,2.05K,0.08%
"Feb 11, 2020",1591.1,1597.3,1597.9,1587.1,1.86K,-0.6%
"Feb 10, 2020",1600.7,1599.5,1601.5,1594.2,1.66K,0.36%
"Feb 07, 2020",1595,1591,1598.3,1588.4,0.84K,0.21%
"Feb 06, 2020",1591.7,1580.7,1592.4,1579.3,1.31K,0.44%
"Feb 05, 2020",1584.7,1579.4,1587,1573,2.05K,0.46%
"Feb 04, 2020",1577.5,1602.3,1602.3,1576,1.84K,-1.65%
"Feb 03, 2020",1604,1618.8,1619.6,1595,1.02K,-0.34%
"Jan 31, 2020",1609.4,1599.7,1615.3,1597.7,3.06K,-0.08%
"Jan 30, 2020",1610.7,1601.6,1612,1599,1.50K,0.8%
"Jan 29, 2020",1597.9,1594.5,1603.6,1589.3,4.24K,0.06%
"Jan 28, 2020",1596.9,1606.7,1607.1,1593.4,10.91K,-0.48%
"Jan 27, 2020",1604.6,1610,1612.8,1602.8,1.93K,0.35%
"Jan 24, 2020",1599,1589.1,1601.4,1584,2.62K,0.43%
"Jan 23, 2020",1592.1,1585,1593.5,1580.1,1.75K,0.54%
"Jan 22, 2020",1583.5,1583.1,1585.5,1577.6,1.96K,-0.08%
"Jan 21, 2020",1584.7,1584,1593.8,1573.6,2.14K,1.5%
"Jan 20, 2020",1561.25,1557.2,1562.7,1556.65,-,0.27%
"Jan 19, 2020",1557.05,1557.4,1559.05,1556.45,-,-1.9%
"Jan 17, 2020",1587.2,1578.6,1588,1577.1,1.54K,0.65%
"Jan 16, 2020",1576.9,1580.4,1583.4,1575,1.86K,-0.22%
"Jan 15, 2020",1580.3,1575.9,1582.2,1573.4,2.10K,0.58%
"Jan 14, 2020",1571.2,1573.2,1573.9,1563.4,1.76K,-0.4%
"Jan 13, 2020",1577.5,1586.8,1586.8,1574.9,2.70K,-0.6%
"Jan 10, 2020",1587,1577.6,1589.6,1574.1,2.73K,0.35%
"Jan 09, 2020",1581.4,1583,1587.5,1570.2,1.43K,-0.35%
"Jan 08, 2020",1587,1603.3,1637.9,1581.5,3.32K,-0.89%
"Jan 07, 2020",1601.3,1594.5,1605.5,1586.5,2.57K,0.33%
"Jan 06, 2020",1596.1,1590.2,1615.3,1590,2.80K,1.04%
"Jan 03, 2020",1579.6,1561.6,1583.6,1561.6,5.12K,1.57%
"Jan 02, 2020",1555.2,1548.7,1559.5,1548.2,1.25K,2.25%
"Jan 01, 2020",1520.95,1520.85,1523.95,1520.85,-,-1.91%
"Dec 31, 2019",1550.6,1546.7,1555,1546.4,0.67K,0.34%
"Dec 30, 2019",1545.4,1543.9,1545.5,1540.1,0.46K,0.06%
"Dec 27, 2019",1544.4,1540.7,1545,1540,0.29K,0.27%
"Dec 26, 2019",1540.3,1528.9,1543,1528.4,1.02K,2.41%
"Dec 25, 2019",1504.05,1504.4,1504.4,1502.15,-,-1.73%
"Dec 24, 2019",1530.5,1518.6,1530.1,1518.6,0.45K,1.06%
"Dec 23, 2019",1514.4,1510.7,1514.9,1510.7,0.39K,0.53%
"Dec 20, 2019",1506.4,1508.1,1510,1505.2,0.44K,-0.24%
"Dec 19, 2019",1510,1505.4,1510.4,1503.5,0.57K,0.38%
"Dec 18, 2019",1504.3,1506.4,1508.5,1501.7,1.56K,-0.17%
"Dec 17, 2019",1506.8,1505.8,1510,1505,0.21K,0.01%
"Dec 16, 2019",1506.7,1505.4,1509.4,1503.9,0.42K,-0.01%
"Dec 13, 2019",1506.9,1493,1507.9,1493,0.47K,0.63%
"Dec 12, 2019",1497.5,1511.2,1514,1494.1,0.17K,-0.17%
"Dec 11, 2019",1500.1,1500,1507,1497.5,0.14K,0.46%
"Dec 10, 2019",1493.2,1490.6,1496,1489.7,0.14K,0.23%
"Dec 09, 2019",1489.8,1493.2,1493.2,1489.4,0.30K,-0.01%
"Dec 06, 2019",1489.9,1503,1506,1488,0.44K,-1.17%
"Dec 05, 2019",1507.5,1505,1508,1503,0.23K,0.2%
"Dec 04, 2019",1504.5,1509.1,1513.5,1502.5,0.46K,-0.27%
"Dec 03, 2019",1508.6,1491.1,1510.3,1491.1,0.45K,1.04%
"Dec 02, 2019",1493.1,1494,1495.3,1485,0.17K,-0.23%
"Nov 29, 2019",1496.6,1488,1495.4,1484.2,0.19K,2.35%
"Nov 28, 2019",1462.25,1463.25,1464.55,1460.75,-,-1.49%
"Nov 27, 2019",1484.4,1489.2,1490.2,1483.9,0.22K,-0.44%
"Nov 26, 2019",1491,1484.3,1492,1481,0.31K,0.19%
"Nov 25, 2019",1488.1,1490.9,1492,1485.2,0.94K,-0.42%
"Nov 22, 2019",1494.4,1497.7,1502.3,1492,0.70K,0.03%
"Nov 21, 2019",1494,1505.5,1505.7,1494,0.49K,-0.7%
"Nov 20, 2019",1504.5,1505.5,1509.2,1498,0.69K,-0.02%
"Nov 19, 2019",1504.8,1501.3,1506.1,1497,1.03K,0.16%
"Nov 18, 2019",1502.4,1498.4,1502.8,1488.8,0.82K,0.22%
"Nov 15, 2019",1499.1,1496.3,1499.9,1495.9,0.07K,-0.33%
"Nov 14, 2019",1504,1495.1,1504.7,1494.8,0.84K,0.68%
"Nov 13, 2019",1493.9,1489.9,1498.1,1489.9,0.74K,0.65%
"Nov 12, 2019",1484.2,1487.8,1488.5,1480,0.93K,-0.26%
"Nov 11, 2019",1488,1494,1494,1480.1,0.73K,-0.55%
"Nov 08, 2019",1496.3,1500.5,1503,1488.8,0.35K,-0.09%
"Nov 07, 2019",1497.7,1520.1,1520.1,1495.1,1.32K,-1.72%
